Order #,Supplier,Date Added,Invoice Number,Metal Type,Qty,Weight,Price
59148,,17/07/2024,0,14KT,1,4.15 g.,
59188,,17/07/2024,0,14KT,1,10.71 g.,
59204,,17/07/2024,0,14KT,1,4.3 g.,
59202,H & I,17/07/2024,0,14KT,1,11.3 g.,$485.90
59186,H & I,17/07/2024,0,14KT,1,12.5 g.,$537.50
59186,Yellow Rose,17/07/2024,0,14KT,1,1.4 g.,$126.00
59214,,17/07/2024,0,14KT,2,5.3 g.,
59178,,17/07/2024,0,14KT,2,8.53 g.,
59209,,17/07/2024,0,18KT,2,6.21 g.,
59165,,17/07/2024,0,14KT,1,9.53 g.,
59212,,17/07/2024,0,14KT,1,3.83 g.,
27241,,17/07/2024,0,14KT,1,3.23 g.,
59206,,17/07/2024,0,14KT,1,9.54 g.,
58842,,17/07/2024,0,14KT,1,3.88 g.,
59192,,17/07/2024,0,14KT,1,4.25 g.,
59181,,17/07/2024,0,14KT,1,2.61 g.,
59213,Crown,17/07/2024,0,18KT,1,0.0 g.,$107.86
59217,Crown,17/07/2024,0,Platinum,1,0.66 g.,$184.18
59159,Nurco casting,17/07/2024,0,14KT,1,6.7 g.,$287.27
59227,Crown,17/07/2024,0,Platinum,1,0.71 g.,$165.00
58223,,17/07/2024,0,14KT,1,8.22 g.,
59223,,17/07/2024,0,14KT,1,3.26 g.,
59224,,17/07/2024,0,14KT,1,5.11 g.,
59222,,17/07/2024,0,14KT,1,2.59 g.,
59219,,17/07/2024,0,14KT,1,3.64 g.,
59218,,17/07/2024,0,14KT,1,3.72 g.,
59221,,17/07/2024,0,18KT,1,3.33 g.,
58541,A Sengul,17/07/2024,0,14KT,1,15.8 g.,$605.77
59176,A Sengul,17/07/2024,0,14KT,1,17.1 g.,$655.61
59247,Crown,17/07/2024,0,Platinum,1,0.9 g.,$245.88
59210,H & I,17/07/2024,0,14KT,1,10.5 g.,$449.00
59236,,17/07/2024,0,14KT,1,4.04 g.,
59238,,17/07/2024,0,14KT,1,2.87 g.,
59226,,17/07/2024,0,14KT,1,3.53 g.,
59228,,17/07/2024,0,14KT,1,4.68 g.,
59232,,17/07/2024,0,14KT,1,2.55 g.,
59245,,17/07/2024,0,14KT,1,6.21 g.,
59233,,17/07/2024,0,14KT,1,2.41 g.,
59148,,17/07/2024,0,14KT,1,8.05 g.,
59241,,17/07/2024,0,14KT,1,2.39 g.,
59229,,17/07/2024,0,14KT,1,3.93 g.,
59240,,17/07/2024,0,18KT,1,2.0 g.,
59230,,17/07/2024,0,18KT,1,3.05 g.,
59239,,17/07/2024,0,18KT,1,4.37 g.,
59242,,17/07/2024,0,18KT,1,4.1 g.,
59234,,17/07/2024,0,Platinum,1,10.84 g.,
59235,,17/07/2024,0,Platinum,1,3.28 g.,
59237,,17/07/2024,0,Platinum,1,4.6 g.,
59251,Crown,17/07/2024,0,14KT,1,0.0 g.,$59.98
59246,,17/07/2024,0,14KT,1,4.12 g.,
59250,,17/07/2024,0,14KT,1,3.02 g.,
59249,,17/07/2024,0,14KT,1,3.42 g.,
59215,,17/07/2024,0,14KT,1,7.71 g.,
59111,,17/07/2024,0,18KT,1,5.1 g.,
59231,,17/07/2024,0,18KT,1,2.21 g.,
59240,Crown,17/07/2024,0,14KT,1,0.0 g.,$86.40
58223,Crown,17/07/2024,0,14KT,1,0.0 g.,$37.18
59253,,17/07/2024,0,14KT,1,4.5 g.,
59256,,17/07/2024,0,14KT,1,2.63 g.,
59257,,17/07/2024,0,18KT,2,5.62 g.,
59252,,17/07/2024,0,14KT,2,8.18 g.,
59255,,17/07/2024,0,14KT,1,4.09 g.,
59239,Excellent,17/07/2024,0,14KT,1,1.86 g.,$241.80
59167,H & I,17/07/2024,0,14KT,1,12.5 g.,$538.00
59237,Excellent,17/07/2024,0,14KT,1,0.68 g.,$68.00
59261,,17/07/2024,0,14KT,1,3.57 g.,
59260,,17/07/2024,0,14KT,1,2.61 g.,
59173,,17/07/2024,0,Platinum,1,4.28 g.,
59269,Crown,17/07/2024,0,14KT,1,0.0 g.,$102.22
59261,Crown,17/07/2024,0,14KT,1,0.0 g.,$42.18
59266,,17/07/2024,0,14KT,1,2.66 g.,
59267,,17/07/2024,0,14KT,1,2.31 g.,
59268,,17/07/2024,0,14KT,1,3.91 g.,
59271,,17/07/2024,0,14KT,1,2.61 g.,
59263,,17/07/2024,0,14KT,1,4.75 g.,
59265,,17/07/2024,0,14KT,1,2.26 g.,
59265,,17/07/2024,0,14KT,1,3.27 g.,
59197,,17/07/2024,0,18KT,1,6.76 g.,
59262,,17/07/2024,0,18KT,1,6.17 g.,
59303,Crown,17/07/2024,0,14KT,1,0.0 g.,$58.52
24635,,17/07/2024,0,14KT,2,5.07 g.,
59283,,17/07/2024,0,14KT,2,5.18 g.,
59100,,17/07/2024,0,14KT,2,5.32 g.,
59293,,17/07/2024,0,14KT,1,2.88 g.,
59289,,17/07/2024,0,14KT,1,2.65 g.,
59281,,17/07/2024,0,18KT,1,4.43 g.,
59273,,17/07/2024,0,14KT,1,4.82 g.,
59278,,17/07/2024,0,Platinum,1,4.54 g.,
59290,,17/07/2024,0,14KT,1,2.31 g.,
59275,,17/07/2024,0,14KT,1,1.81 g.,
59286,,17/07/2024,0,14KT,2,5.9 g.,
59284,,17/07/2024,0,14KT,1,3.91 g.,
59280,,17/07/2024,0,14KT,2,6.0 g.,
59285,,17/07/2024,0,14KT,1,1.83 g.,
59277,,17/07/2024,0,14KT,1,3.11 g.,
59274,,17/07/2024,0,14KT,1,4.28 g.,
59279,,17/07/2024,0,14KT,1,2.42 g.,
59282,,17/07/2024,0,14KT,1,2.54 g.,
58705,,17/07/2024,0,14KT,1,2.46 g.,
59281,,17/07/2024,0,18KT,1,3.43 g.,
59003,,17/07/2024,0,14KT,1,4.2 g.,
59292,,17/07/2024,0,14KT,1,2.0 g.,
59254,,17/07/2024,0,14KT,2,8.87 g.,
59259,Crown,17/07/2024,0,14KT,1,10.4 g.,$447.00
59304,,17/07/2024,0,14KT,1,8.04 g.,
59298,,17/07/2024,0,14KT,1,1.68 g.,
59301,,17/07/2024,0,14KT,1,1.75 g.,
59287,,17/07/2024,0,14KT,1,2.13 g.,
59299,,17/07/2024,0,14KT,1,2.49 g.,
59296,,17/07/2024,0,14KT,1,4.45 g.,
59242,,17/07/2024,0,14KT,1,3.71 g.,
59272,,17/07/2024,0,14KT,1,0.84 g.,
59291,,17/07/2024,0,18KT,1,4.7 g.,
59276,,17/07/2024,0,18KT,1,3.5 g.,
59288,,17/07/2024,0,18KT,2,8.9 g.,
59305,,17/07/2024,0,Platinum,1,14.47 g.,
59295,,17/07/2024,0,Platinum,1,7.19 g.,
59297,,17/07/2024,0,Platinum,2,8.11 g.,
59294,,17/07/2024,0,Platinum,1,6.44 g.,
59030,,17/07/2024,0,Platinum,1,6.34 g.,
59278,Excellent,17/07/2024,0,14KT,1,0.55 g.,$55.00
59311,,17/07/2024,0,14KT,2,8.81 g.,
59037,,17/07/2024,0,18KT,1,4.1 g.,
59306,,17/07/2024,0,14KT,1,3.54 g.,
59310,,17/07/2024,0,14KT,1,4.05 g.,
59309,,17/07/2024,0,14KT,1,3.48 g.,
59067,,17/07/2024,0,14KT,1,5.73 g.,
59312,,17/07/2024,0,18KT,1,2.97 g.,
59308,,17/07/2024,0,18KT,1,2.26 g.,
59327,Crown,17/07/2024,0,14KT,1,0.0 g.,$24.53
59301,Crown,17/07/2024,0,14KT,1,0.0 g.,$23.47
59242,Crown,17/07/2024,0,14KT,1,0.0 g.,$23.47
59318,,17/07/2024,0,14KT,1,2.47 g.,
59300,,17/07/2024,0,14KT,1,2.14 g.,
59317,,17/07/2024,0,14KT,1,4.22 g.,
59331,,17/07/2024,0,14KT,2,8.04 g.,
59307,,17/07/2024,0,14KT,1,2.35 g.,
59326,,17/07/2024,0,14KT,1,3.79 g.,
59332,,17/07/2024,0,14KT,2,5.55 g.,
59335,,17/07/2024,0,14KT,1,2.51 g.,
59335,,17/07/2024,0,14KT,1,2.61 g.,
59333,,17/07/2024,0,14KT,1,2.52 g.,
59320,,17/07/2024,0,18KT,2,6.05 g.,
59334,,17/07/2024,0,18KT,1,4.21 g.,
59315,,17/07/2024,0,14KT,1,2.49 g.,
59329,,17/07/2024,0,14KT,2,5.0 g.,
59330,,17/07/2024,0,14KT,1,3.52 g.,
59005,,17/07/2024,0,14KT,1,5.05 g.,
59322,,17/07/2024,0,14KT,1,3.6 g.,
59325,,17/07/2024,0,14KT,2,4.55 g.,
59328,,17/07/2024,0,18KT,1,2.56 g.,
59323,,17/07/2024,0,14KT,1,2.98 g.,
59105,H&I mounting,17/07/2024,0,14KT,1,0.0 g.,$522.00
58946,H&I mounting,17/07/2024,0,14KT,1,0.0 g.,$522.00
59123,H&I mounting,17/07/2024,0,14KT,1,0.0 g.,$522.00
59198,PrimeStyle,17/07/2024,0,14KT,1,8.04 g.,$406.50
59283,,17/07/2024,0,14KT,1,5.17 g.,
59348,,17/07/2024,0,14KT,1,4.57 g.,
59347,,17/07/2024,0,14KT,1,3.08 g.,
59336,,17/07/2024,0,14KT,1,2.21 g.,
59339,,17/07/2024,0,14KT,1,3.79 g.,
59346,,17/07/2024,0,14KT,1,1.83 g.,
59348,,17/07/2024,0,14KT,1,2.46 g.,
59340,,17/07/2024,0,18KT,1,6.12 g.,
59278,,17/07/2024,0,Platinum,1,4.39 g.,
59337,Crown,17/07/2024,0,18KT,1,0.0 g.,$48.92
59365,Crown,17/07/2024,0,14KT,1,0.0 g.,$44.02
59371,Crown,17/07/2024,0,14KT,1,0.0 g.,$45.84
59345,Crown,17/07/2024,0,14KT,1,0.0 g.,$45.58
59362,Crown,17/07/2024,0,14KT,1,0.0 g.,$37.72
59248,Alpha Casting,17/07/2024,0,14KT,1,2.46 g.,$114.39
59267,Crown,17/07/2024,0,14KT,1,0.0 g.,$34.08
59375,,17/07/2024,0,14KT,1,2.18 g.,
59351,,17/07/2024,0,14KT,1,4.13 g.,
59382,,17/07/2024,0,14KT,1,3.81 g.,
59362,,17/07/2024,0,14KT,2,1.02 g.,
59381,,17/07/2024,0,14KT,1,2.43 g.,
59357,,17/07/2024,0,14KT,1,1.94 g.,
59361,,17/07/2024,0,14KT,1,7.63 g.,
59380,,17/07/2024,0,14KT,1,2.58 g.,
59363,,17/07/2024,0,14KT,1,2.55 g.,
59364,,17/07/2024,0,14KT,1,4.15 g.,
59389,,17/07/2024,0,14KT,1,2.38 g.,
59350,,17/07/2024,0,14KT,1,1.81 g.,
59360,,17/07/2024,0,14KT,1,1.87 g.,
59354,,17/07/2024,0,14KT,1,3.92 g.,
59342,,17/07/2024,0,14KT,1,3.82 g.,
59387,,17/07/2024,0,14KT,1,7.94 g.,
59353,,17/07/2024,0,14KT,1,7.82 g.,
59352,,17/07/2024,0,14KT,1,4.3 g.,
59321,,17/07/2024,0,14KT,1,0.98 g.,
59356,,17/07/2024,0,14KT,1,3.35 g.,
59373,,17/07/2024,0,14KT,1,2.27 g.,
59374,,17/07/2024,0,14KT,1,3.96 g.,
59355,,17/07/2024,0,14KT,1,2.08 g.,
59377,,17/07/2024,0,14KT,1,3.45 g.,
59349,,17/07/2024,0,14KT,1,3.47 g.,
59359,,17/07/2024,0,18KT,1,6.54 g.,
59388,,17/07/2024,0,18KT,1,1.91 g.,
59384,,17/07/2024,0,18KT,1,2.9 g.,
59385,,17/07/2024,0,Platinum,1,3.67 g.,
59324,,17/07/2024,0,Platinum,1,5.69 g.,
59378,,17/07/2024,0,Platinum,1,4.25 g.,
59376,,17/07/2024,0,Platinum,1,10.34 g.,
59358,,17/07/2024,0,14KT,1,3.31 g.,
59394,,17/07/2024,0,14KT,1,8.28 g.,
59395,,17/07/2024,0,14KT,1,3.39 g.,
59341,,17/07/2024,0,14KT,1,3.2 g.,
59392,,17/07/2024,0,14KT,1,3.74 g.,
59319,,17/07/2024,0,14KT,1,4.09 g.,
59391,,17/07/2024,0,14KT,1,7.09 g.,
59393,,17/07/2024,0,14KT,1,5.26 g.,
59379,,17/07/2024,0,14KT,1,2.25 g.,
59253,,17/07/2024,0,14KT,1,3.72 g.,
59172,,17/07/2024,0,18KT,1,2.74 g.,
59398,,17/07/2024,0,Platinum,1,14.89 g.,
59388,crown findings,17/07/2024,0,14KT,1,0.0 g.,$36.12
59408,,17/07/2024,0,14KT,1,4.05 g.,
59404,,17/07/2024,0,14KT,1,4.82 g.,
59390,,17/07/2024,0,14KT,1,5.61 g.,
59403,,17/07/2024,0,14KT,1,3.64 g.,
59411,,17/07/2024,0,14KT,1,2.47 g.,
59413,,17/07/2024,0,14KT,1,5.41 g.,
59416,,17/07/2024,0,14KT,1,3.29 g.,
59344,,17/07/2024,0,14KT,1,3.58 g.,
59401,,17/07/2024,0,18KT,1,3.41 g.,
59406,,17/07/2024,0,18KT,1,4.7 g.,
59409,,17/07/2024,0,18KT,1,2.64 g.,
59372,crown findings,17/07/2024,0,14KT,1,0.0 g.,$45.08
59420,crown findings,17/07/2024,0,14KT,1,0.0 g.,$75.80
59412,crown findings,17/07/2024,0,14KT,1,0.0 g.,$57.60
59405,,17/07/2024,0,14KT,1,3.97 g.,
59402,,17/07/2024,0,Platinum,1,5.78 g.,
59415,,17/07/2024,0,Platinum,1,6.47 g.,
59410,Alpha Casting,17/07/2024,0,14KT,1,0.0 g.,$153.00
58967,,17/07/2024,0,14KT,1,2.96 g.,
59416,,17/07/2024,0,14KT,1,3.35 g.,
59417,,17/07/2024,0,14KT,1,2.43 g.,
59417,,17/07/2024,0,14KT,1,2.47 g.,
59419,,17/07/2024,0,14KT,1,1.83 g.,
59421,,17/07/2024,0,14KT,1,3.0 g.,
59422,,17/07/2024,0,14KT,1,5.36 g.,
59409,excellent stone,17/07/2024,0,14KT,1,0.7 g.,$63.00
59402,excellent stone,17/07/2024,0,14KT,1,1.3 g.,$169.00
59401,crown findings,17/07/2024,0,14KT,1,0.0 g.,$23.82
59419,crown findings,17/07/2024,0,14KT,1,0.0 g.,$33.99
59421,crown findings,17/07/2024,0,14KT,1,0.0 g.,$23.34
58967,crown findings,17/07/2024,0,14KT,1,0.0 g.,$23.34
59427,,17/07/2024,0,14KT,1,2.23 g.,
59426,,17/07/2024,0,14KT,1,2.14 g.,
59400,,17/07/2024,0,14KT,1,2.93 g.,
59427,,17/07/2024,0,14KT,1,2.3 g.,
59433,,17/07/2024,0,14KT,1,3.92 g.,
59431,,17/07/2024,0,18KT,1,5.02 g.,
59432,,17/07/2024,0,18KT,1,4.54 g.,
59430,,17/07/2024,0,18KT,1,2.17 g.,
59429,,17/07/2024,0,18KT,1,1.98 g.,
59424,,17/07/2024,0,18KT,1,4.33 g.,
59464,crown findings,17/07/2024,0,14KT,1,0.0 g.,$19.22
59455,crown findings,17/07/2024,0,14KT,1,0.0 g.,$82.02
59442,,17/07/2024,0,18KT,1,3.12 g.,
59437,,17/07/2024,0,14KT,1,5.02 g.,
59019,,17/07/2024,0,14KT,1,4.99 g.,
59435,,17/07/2024,0,14KT,1,3.65 g.,
59449,,17/07/2024,0,14KT,1,3.9 g.,
59447,,17/07/2024,0,14KT,1,4.12 g.,
59441,,17/07/2024,0,,1,0.22 g.,$25.00
59448,,17/07/2024,0,14KT,1,4.04 g.,
59428,,17/07/2024,0,14KT,1,1.99 g.,
59140,,17/07/2024,0,14KT,1,2.76 g.,
59439,,17/07/2024,0,14KT,1,2.64 g.,
59446,,17/07/2024,0,14KT,1,4.87 g.,
59450,,17/07/2024,0,14KT,1,2.26 g.,
59454,,17/07/2024,0,14KT,1,4.85 g.,
59445,,17/07/2024,0,14KT,1,3.06 g.,
59434,,17/07/2024,0,14KT,1,7.45 g.,
59254,,17/07/2024,0,14KT,1,9.01 g.,
59438,,17/07/2024,0,14KT,1,5.09 g.,
59440,,17/07/2024,0,Platinum,1,3.85 g.,
59457,,17/07/2024,0,14KT,1,1.92 g.,
59459,,17/07/2024,0,14KT,1,2.03 g.,
59460,,17/07/2024,0,14KT,1,2.43 g.,
59462,,17/07/2024,0,14KT,1,2.42 g.,
59464,,17/07/2024,0,14KT,2,2.05 g.,
59466,,17/07/2024,0,14KT,1,0.89 g.,
59467,,17/07/2024,0,14KT,1,5.48 g.,
59468,,17/07/2024,0,14KT,1,4.5 g.,
59469,,17/07/2024,0,14KT,1,3.54 g.,
59470,,17/07/2024,0,14KT,1,8.74 g.,
59463,,17/07/2024,0,18KT,1,3.28 g.,
59458,NYC,17/07/2024,0,14KT,1,10.0 g.,$38.00
59478,crown findings,17/07/2024,0,14KT,1,0.0 g.,$20.00
59478,c,17/07/2024,0,,1,0.0 g.,
59478,crown findings,17/07/2024,0,14KT,1,0.0 g.,$58.42
59476,crown findings,17/07/2024,0,14KT,1,0.0 g.,$20.00
59477,,17/07/2024,0,14KT,1,2.59 g.,
59474,,17/07/2024,0,14KT,1,4.41 g.,
59471,,17/07/2024,0,14KT,1,4.34 g.,
59443,,17/07/2024,0,14KT,1,2.74 g.,
59434,,17/07/2024,0,14KT,1,7.52 g.,
59425,,17/07/2024,0,14KT,1,3.55 g.,
59418,,17/07/2024,0,14KT,1,3.97 g.,
56648,crown findings,17/07/2024,0,Platinum,1,0.0 g.,$92.04
59482,,17/07/2024,0,18KT,1,3.23 g.,
59473,,17/07/2024,0,18KT,1,2.02 g.,
59479,,17/07/2024,0,18KT,1,7.96 g.,
59468,crown findings,17/07/2024,0,14KT,1,0.0 g.,$49.29
59460,excellent stone,17/07/2024,0,14KT,1,0.85 g.,$85.00
59463,excellent stone,17/07/2024,0,14KT,1,1.15 g.,$138.00
59509,crown findings,17/07/2024,0,14KT,1,0.0 g.,$57.44
59501,,17/07/2024,0,14KT,1,2.77 g.,
59499,,17/07/2024,0,14KT,1,2.39 g.,
59498,,17/07/2024,0,14KT,1,3.14 g.,
59497,,17/07/2024,0,14KT,1,2.04 g.,
59495,,17/07/2024,0,14KT,1,5.22 g.,
59494,,17/07/2024,0,14KT,1,2.99 g.,
59493,,17/07/2024,0,14KT,1,3.38 g.,
59492,,17/07/2024,0,14KT,1,5.78 g.,
59561,,17/07/2024,0,14KT,1,10.45 g.,
59407,,17/07/2024,0,14KT,1,3.57 g.,
59306,,17/07/2024,0,14KT,1,3.73 g.,
59140,,17/07/2024,0,14KT,1,3.03 g.,
59029,,17/07/2024,0,14KT,1,3.29 g.,
56648,,17/07/2024,0,Platinum,1,3.42 g.,
59528,crown findings,17/07/2024,0,14KT,1,0.0 g.,$80.44
59508,,17/07/2024,0,14KT,1,8.75 g.,
59505,,17/07/2024,0,14KT,1,3.19 g.,
59511,,17/07/2024,0,14KT,1,2.97 g.,
59513,,17/07/2024,0,14KT,1,2.69 g.,
59514,,17/07/2024,0,14KT,1,8.15 g.,
59516,,17/07/2024,0,14KT,1,6.09 g.,
59503,,17/07/2024,0,14KT,1,2.25 g.,
59504,,17/07/2024,0,14KT,1,2.28 g.,
59434,Sunny Holdings,17/07/2024,0,14KT,1,0.27 g.,$27.00
59540,,17/07/2024,0,14KT,1,2.83 g.,
59537,,17/07/2024,0,14KT,1,3.63 g.,
59523,,17/07/2024,0,14KT,1,2.9 g.,
59521,,17/07/2024,0,14KT,1,2.29 g.,
59524,,17/07/2024,0,14KT,1,3.87 g.,
59538,,17/07/2024,0,14KT,1,4.24 g.,
59532,,17/07/2024,0,14KT,1,3.49 g.,
59530,,17/07/2024,0,14KT,1,2.54 g.,
59517,,17/07/2024,0,14KT,1,2.44 g.,
59541,,17/07/2024,0,14KT,1,3.08 g.,
59427,,17/07/2024,0,14KT,1,3.2 g.,
59310,,17/07/2024,0,14KT,1,4.02 g.,
59529,,17/07/2024,0,14KT,1,2.16 g.,
59531,,17/07/2024,0,14KT,1,2.58 g.,
59522,,17/07/2024,0,18KT,1,2.63 g.,
59535,,17/07/2024,0,14KT,1,2.57 g.,
59525,,17/07/2024,0,18KT,1,6.29 g.,
59520,,17/07/2024,0,18KT,1,4.17 g.,
59269,crown findings,17/07/2024,0,14KT,1,0.0 g.,$59.20
59539,,17/07/2024,0,18KT,1,8.46 g.,
59536,,17/07/2024,0,18KT,1,3.17 g.,
59552,,17/07/2024,0,14KT,1,3.38 g.,
59546,,17/07/2024,0,14KT,1,5.87 g.,
59549,,17/07/2024,0,14KT,1,3.07 g.,
59547,,17/07/2024,0,14KT,1,2.28 g.,
59518,,17/07/2024,0,14KT,1,8.07 g.,
59551,,17/07/2024,0,14KT,1,2.28 g.,
59548,,17/07/2024,0,14KT,1,2.38 g.,
59497,,17/07/2024,0,14KT,1,2.55 g.,
59543,,17/07/2024,0,18KT,1,5.67 g.,
59534,,17/07/2024,0,18KT,1,3.34 g.,
59543,,17/07/2024,0,18KT,1,7.78 g.,
59525,,17/07/2024,0,18KT,1,6.56 g.,
59542,,17/07/2024,0,18KT,1,4.59 g.,
59512,,17/07/2024,0,Platinum,1,5.52 g.,
59563,,17/07/2024,0,14KT,1,5.38 g.,
59545,,17/07/2024,0,14KT,1,3.6 g.,
59554,,17/07/2024,0,14KT,1,3.38 g.,
59556,,17/07/2024,0,14KT,1,3.99 g.,
59562,,17/07/2024,0,14KT,1,2.71 g.,
59553,,17/07/2024,0,14KT,1,3.74 g.,
59557,,17/07/2024,0,14KT,1,4.63 g.,
59558,,17/07/2024,0,14KT,1,4.23 g.,
59500,,17/07/2024,0,14KT,1,3.14 g.,
59559,,17/07/2024,0,14KT,1,4.1 g.,
59555,,17/07/2024,0,14KT,1,3.48 g.,
59441,,17/07/2024,0,14KT,1,2.08 g.,
59453,H&I,17/07/2024,0,14KT,1,20.7 g.,$849.00
59496,H&I,17/07/2024,0,14KT,1,11.1 g.,$455.00
59571,,17/07/2024,0,14KT,1,2.99 g.,
59566,,17/07/2024,0,14KT,1,3.7 g.,
59570,,17/07/2024,0,14KT,1,5.91 g.,
59575,,17/07/2024,0,14KT,1,3.74 g.,
59565,,17/07/2024,0,14KT,1,3.8 g.,
59574,,17/07/2024,0,18KT,1,3.07 g.,
59560,,17/07/2024,0,18KT,1,2.06 g.,
58763,,17/07/2024,0,Platinum,1,7.1 g.,
59567,,17/07/2024,0,Platinum,1,5.28 g.,
59573,,17/07/2024,0,Platinum,1,6.99 g.,
59569,crown findings,17/07/2024,0,14KT,1,0.0 g.,$49.50
59582,,17/07/2024,0,14KT,1,2.33 g.,
59579,,17/07/2024,0,14KT,1,2.86 g.,
59572,,17/07/2024,0,14KT,1,4.41 g.,
59580,,17/07/2024,0,14KT,1,2.52 g.,
59576,,17/07/2024,0,14KT,1,2.31 g.,
59585,,17/07/2024,0,14KT,1,2.21 g.,
59578,,17/07/2024,0,18KT,1,4.49 g.,
59586,,17/07/2024,0,14KT,1,2.36 g.,
59590,,17/07/2024,0,14KT,2,5.26 g.,
59581,,17/07/2024,0,14KT,1,6.72 g.,
59597,,17/07/2024,0,14KT,1,2.79 g.,
59593,,17/07/2024,0,14KT,1,1.96 g.,
59589,,17/07/2024,0,Platinum,1,5.79 g.,
59587,,17/07/2024,0,14KT,1,3.08 g.,
59588,,17/07/2024,0,14KT,1,3.97 g.,
59599,,17/07/2024,0,14KT,1,2.68 g.,
59594,,17/07/2024,0,14KT,1,2.18 g.,
59625,crown findings,17/07/2024,0,14KT,1,0.0 g.,$47.50
59384,,17/07/2024,0,18KT,1,2.92 g.,
59600,,17/07/2024,0,14KT,1,1.96 g.,
59595,,17/07/2024,0,14KT,1,3.59 g.,
59601,,17/07/2024,0,Platinum,1,3.98 g.,
59186,H&I,17/07/2024,0,14KT,1,12.3 g.,$504.00
59453,Yellow Stone,17/07/2024,0,14KT,1,2.85 g.,$356.25
58821,,17/07/2024,0,Platinum,1,7.97 g.,
59608,,17/07/2024,0,14KT,1,1.9 g.,
59606,,17/07/2024,0,14KT,1,2.35 g.,
59603,,17/07/2024,0,14KT,1,7.17 g.,
59598,,17/07/2024,0,14KT,1,1.05 g.,
59611,,17/07/2024,0,14KT,2,4.74 g.,
59550,,17/07/2024,0,14KT,2,9.86 g.,
59564,,17/07/2024,0,14KT,2,8.69 g.,
59566,,17/07/2024,0,14KT,1,4.35 g.,
59341,,17/07/2024,0,14KT,1,3.1 g.,
59605,,17/07/2024,0,14KT,1,1.72 g.,
59591,,17/07/2024,0,14KT,1,1.46 g.,
59595,,17/07/2024,0,14KT,1,4.37 g.,
59610,,17/07/2024,0,14KT,1,4.06 g.,
59593,crown findings,17/07/2024,0,14KT,1,0.0 g.,$34.22
59622,crown findings,17/07/2024,0,Platinum,1,0.0 g.,$71.35
59613,crown findings,17/07/2024,0,14KT,1,0.0 g.,$60.36
59616,,17/07/2024,0,18KT,1,2.88 g.,
58763,,17/07/2024,0,Platinum,1,6.8 g.,
59617,,17/07/2024,0,14KT,1,3.9 g.,
59621,,17/07/2024,0,14KT,1,3.51 g.,
59615,,17/07/2024,0,14KT,1,1.94 g.,
59615,,17/07/2024,0,14KT,1,2.94 g.,
59619,,17/07/2024,0,14KT,2,6.63 g.,
59618,,17/07/2024,0,14KT,1,2.2 g.,
59614,,17/07/2024,0,14KT,2,6.31 g.,
59598,crown findings,17/07/2024,0,14KT,1,0.0 g.,$10.96
59626,,17/07/2024,0,14KT,1,1.58 g.,
59623,,17/07/2024,0,Platinum,1,5.61 g.,
59607,,17/07/2024,0,Platinum,1,5.52 g.,
59566,,17/07/2024,0,14KT,1,3.96 g.,
59519,,17/07/2024,0,14KT,2,8.87 g.,
59424,,17/07/2024,0,18KT,1,4.3 g.,
59624,,17/07/2024,0,18KT,1,4.57 g.,
59595,,17/07/2024,0,14KT,1,4.19 g.,
59584,unique settings,17/07/2024,0,14KT,1,3.0 g.,$135.94
59383,makse inc,17/07/2024,0,14KT,1,12.5 g.,$486.88
59414,PrimeStyle,17/07/2024,0,14KT,1,14.0 g.,$558.88
59637,,17/07/2024,0,14KT,1,3.38 g.,
59634,,17/07/2024,0,18KT,2,11.3 g.,
59629,,17/07/2024,0,14KT,1,3.28 g.,
59632,,17/07/2024,0,14KT,1,2.52 g.,
59636,,17/07/2024,0,14KT,1,1.95 g.,
59631,,17/07/2024,0,18KT,1,4.1 g.,
59635,,17/07/2024,0,14KT,1,3.94 g.,
59669,Crown,17/07/2024,0,14KT,1,0.0 g.,$54.44
59627,Crown,17/07/2024,0,14KT,1,0.0 g.,$54.54
59663,Crown,17/07/2024,0,14KT,1,0.0 g.,$73.24
59584,Crown,17/07/2024,0,14KT,1,0.1 g.,$6.21
59186,Yellow Rose,17/07/2024,0,14KT,1,1.99 g.,$159.00
59638,,17/07/2024,0,14KT,1,2.98 g.,
59665,,17/07/2024,0,14KT,1,2.93 g.,
59630,,17/07/2024,0,14KT,1,3.41 g.,
59661,,17/07/2024,0,14KT,1,2.84 g.,
59639,,17/07/2024,0,14KT,2,6.27 g.,
59648,,17/07/2024,0,14KT,1,5.26 g.,
59652,,17/07/2024,0,14KT,1,2.65 g.,
59659,,17/07/2024,0,14KT,1,2.55 g.,
59666,,17/07/2024,0,14KT,1,3.9 g.,
59641,,17/07/2024,0,14KT,1,1.51 g.,
59658,,17/07/2024,0,14KT,2,7.49 g.,
59664,,17/07/2024,0,14KT,1,5.43 g.,
59636,,17/07/2024,0,14KT,1,3.41 g.,
59654,,17/07/2024,0,14KT,1,3.11 g.,
59655,,17/07/2024,0,14KT,1,2.75 g.,
59643,,17/07/2024,0,14KT,1,3.31 g.,
59642,,17/07/2024,0,14KT,1,3.03 g.,
59649,,17/07/2024,0,14KT,1,5.63 g.,
59328,,17/07/2024,0,18KT,1,2.96 g.,
59662,,17/07/2024,0,18KT,2,6.62 g.,
59648,,17/07/2024,0,18KT,1,5.57 g.,
59647,,17/07/2024,0,Platinum,1,7.11 g.,
59650,,17/07/2024,0,Platinum,1,5.08 g.,
