Order #,Supplier,Date Added,Invoice Number,Metal Type,Qty,Weight,Price
75463,PrimeStyle,17/07/2024,0,18KT,1,7.2 g.,$234.58
75440,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75440,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75465,PrimeStyle,17/07/2024,0,14KT,1,4.5 g.,$115.34
75461,PrimeStyle,17/07/2024,0,14KT,1,4.3 g.,$110.21
75037,PrimeStyle,17/07/2024,0,14KT,1,3.0 g.,$76.89
75467,PrimeStyle,17/07/2024,0,14KT,1,7.4 g.,$189.66
75468,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75464,PrimeStyle,17/07/2024,0,14KT,1,4.5 g.,$115.34
75452,PrimeStyle,17/07/2024,0,14KT,1,12.0 g.,$307.56
75402,PrimeStyle,17/07/2024,0,14KT,1,15.0 g.,$384.45
75473,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75435,PrimeStyle,17/07/2024,0,14KT,1,14.4 g.,$369.07
75359,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75462,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75440,PrimeStyle,17/07/2024,0,14KT,1,7.8 g.,$199.91
75440,PrimeStyle,17/07/2024,0,14KT,1,5.1 g.,$130.71
75370,PrimeStyle,17/07/2024,0,18KT,1,7.4 g.,$241.09
75466,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75466,PrimeStyle,17/07/2024,0,14KT,1,4.1 g.,$105.08
75476,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75467,PrimeStyle,17/07/2024,0,14KT,1,0.62 g.,$15.89
75503,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75503,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75484,PrimeStyle,17/07/2024,0,14KT,1,7.9 g.,$202.48
75500,PrimeStyle,17/07/2024,0,14KT,1,3.7 g.,$94.83
75502,PrimeStyle,17/07/2024,0,14KT,1,7.7 g.,$197.35
75283,PrimeStyle,17/07/2024,0,14KT,1,5.0 g.,$128.15
75487,PrimeStyle,17/07/2024,0,18KT,1,3.2 g.,$104.26
75480,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75477,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$143.53
75477,PrimeStyle,17/07/2024,0,14KT,1,8.0 g.,$205.04
75484,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75484,PrimeStyle,17/07/2024,0,14KT,1,6.2 g.,$158.91
75475,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75494,PrimeStyle,17/07/2024,0,18KT,1,1.5 g.,$48.87
75489,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75502,PrimeStyle,17/07/2024,0,14KT,1,0.71 g.,$18.20
75488,PrimeStyle,17/07/2024,0,Platinum,1,5.78 g.,$241.55
75497,PrimeStyle,17/07/2024,0,Platinum,1,9.3 g.,$388.65
75486,PrimeStyle,17/07/2024,0,Platinum,1,8.2 g.,$342.68
75488,PrimeStyle,17/07/2024,0,Platinum,1,6.5 g.,$271.64
75037,PrimeStyle,17/07/2024,0,14KT,1,3.3 g.,$84.58
75482,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75511,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75493,PrimeStyle,17/07/2024,0,14KT,1,3.8 g.,$97.39
75493,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75517,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75496,PrimeStyle,17/07/2024,0,14KT,1,4.8 g.,$123.02
75386,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$82.02
75509,PrimeStyle,17/07/2024,0,14KT,2,1.0 g.,$25.63
75517,PrimeStyle,17/07/2024,0,14KT,2,0.7 g.,$17.94
75504,PrimeStyle,17/07/2024,0,18KT,1,5.3 g.,$172.67
75505,PrimeStyle,17/07/2024,0,14KT,1,0.5 g.,$12.82
75484,PrimeStyle,17/07/2024,0,14KT,1,5.2 g.,$133.28
75474,PrimeStyle,17/07/2024,0,14KT,1,12.0 g.,$307.56
75518,PrimeStyle,17/07/2024,0,14KT,1,5.1 g.,$130.71
75528,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
74838,PrimeStyle,17/07/2024,0,14KT,1,6.8 g.,$174.28
74642,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75526,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75475,PrimeStyle,17/07/2024,0,14KT,1,15.7 g.,$402.39
77654,PrimeStyle,17/07/2024,0,14KT,1,11.4 g.,$292.18
75528,PrimeStyle,17/07/2024,0,14KT,1,0.63 g.,$16.15
74838,PrimeStyle,17/07/2024,0,14KT,1,0.75 g.,$19.22
75484,PrimeStyle,17/07/2024,0,14KT,1,0.57 g.,$14.61
74779,PrimeStyle,17/07/2024,0,Platinum,1,11.0 g.,$459.69
74779,PrimeStyle,17/07/2024,0,Platinum,1,11.4 g.,$476.41
75520,PrimeStyle,17/07/2024,0,Platinum,1,9.1 g.,$380.29
74414,PrimeStyle,17/07/2024,0,Platinum,1,16.6 g.,$693.71
75513,PrimeStyle,17/07/2024,0,Platinum,2,1.7 g.,$71.04
75509,PrimeStyle,17/07/2024,0,14KT,1,0.38 g.,$9.74
75503,PrimeStyle,17/07/2024,0,14KT,1,0.7 g.,$17.94
75514,PrimeStyle,17/07/2024,0,14KT,1,5.4 g.,$138.40
75538,PrimeStyle,17/07/2024,0,14KT,1,6.8 g.,$174.28
75538,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75522,PrimeStyle,17/07/2024,0,14KT,2,5.4 g.,$138.40
75475,PrimeStyle,17/07/2024,0,14KT,1,15.1 g.,$387.01
75529,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75171,PrimeStyle,17/07/2024,0,14KT,4,2.0 g.,$51.26
75524,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75524,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75536,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75536,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75533,PrimeStyle,17/07/2024,0,18KT,1,4.8 g.,$156.38
75536,PrimeStyle,17/07/2024,0,14KT,1,0.53 g.,$13.58
75513,PrimeStyle,17/07/2024,0,Platinum,1,0.62 g.,$25.91
75526,PrimeStyle,17/07/2024,0,14KT,1,0.74 g.,$18.97
75540,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75529,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$82.02
75484,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75532,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75532,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75525,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75525,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75527,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75527,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75547,PrimeStyle,17/07/2024,0,18KT,2,1.5 g.,$48.87
75547,PrimeStyle,17/07/2024,0,18KT,2,0.9 g.,$29.32
75549,PrimeStyle,17/07/2024,0,Platinum,1,7.6 g.,$317.60
75537,PrimeStyle,17/07/2024,0,Platinum,1,7.2 g.,$300.89
75512,PrimeStyle,17/07/2024,0,Platinum,1,10.5 g.,$438.80
75505,PrimeStyle,17/07/2024,0,14KT,1,0.19 g.,$4.87
75377,PrimeStyle,17/07/2024,0,14KT,1,0.81 g.,$20.76
75552,PrimeStyle,17/07/2024,0,18KT,1,3.8 g.,$123.80
75548,PrimeStyle,17/07/2024,0,18KT,1,5.1 g.,$166.16
75555,PrimeStyle,17/07/2024,0,14KT,1,3.9 g.,$99.96
75535,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
36452,PrimeStyle,17/07/2024,0,14KT,2,11.1 g.,$284.49
36452,PrimeStyle,17/07/2024,0,14KT,1,6.2 g.,$158.91
75565,PrimeStyle,17/07/2024,0,14KT,1,6.7 g.,$171.72
75558,PrimeStyle,17/07/2024,0,14KT,1,2.7 g.,$69.20
75561,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75565,PrimeStyle,17/07/2024,0,14KT,1,0.7 g.,$17.94
75550,PrimeStyle,17/07/2024,0,Platinum,1,8.5 g.,$355.22
75550,PrimeStyle,17/07/2024,0,Platinum,1,10.0 g.,$417.90
75547,PrimeStyle,17/07/2024,0,18KT,1,0.35 g.,$11.40
75547,PrimeStyle,17/07/2024,0,18KT,1,0.6 g.,$19.55
75512,PrimeStyle,17/07/2024,0,Platinum,1,16.5 g.,$689.54
75567,PrimeStyle,17/07/2024,0,18KT,1,4.9 g.,$159.64
75556,PrimeStyle,17/07/2024,0,14KT,1,3.7 g.,$94.83
75562,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75562,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75557,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
75534,PrimeStyle,17/07/2024,0,14KT,1,5.2 g.,$133.28
75550,PrimeStyle,17/07/2024,0,Platinum,1,1.22 g.,$50.98
75569,PrimeStyle,17/07/2024,0,14KT,1,14.3 g.,$366.51
75591,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$82.02
75579,PrimeStyle,17/07/2024,0,14KT,1,7.2 g.,$184.54
75574,PrimeStyle,17/07/2024,0,14KT,1,6.9 g.,$176.85
75575,PrimeStyle,17/07/2024,0,14KT,1,3.3 g.,$84.58
75575,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75590,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75484,PrimeStyle,17/07/2024,0,14KT,1,7.4 g.,$189.66
75484,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75590,PrimeStyle,17/07/2024,0,18KT,1,0.7 g.,$22.81
75592,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75594,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
74725,PrimeStyle,17/07/2024,0,14KT,1,3.4 g.,$87.14
75171,PrimeStyle,17/07/2024,0,14KT,9,5.1 g.,$130.71
75171,PrimeStyle,17/07/2024,0,14KT,1,0.5 g.,$12.82
75596,PrimeStyle,17/07/2024,0,14KT,1,0.4 g.,$10.25
75594,PrimeStyle,17/07/2024,0,14KT,1,0.59 g.,$15.12
75596,PrimeStyle,17/07/2024,0,14KT,1,0.38 g.,$9.74
75554,PrimeStyle,17/07/2024,0,Platinum,1,6.1 g.,$254.92
75582,PrimeStyle,17/07/2024,0,Platinum,1,4.7 g.,$196.41
75588,PrimeStyle,17/07/2024,0,14KT,1,14.6 g.,$374.20
75603,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75618,PrimeStyle,17/07/2024,0,14KT,1,7.8 g.,$199.91
75619,PrimeStyle,17/07/2024,0,14KT,1,8.3 g.,$212.73
75619,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75626,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75573,PrimeStyle,17/07/2024,0,14KT,1,2.7 g.,$69.20
75577,PrimeStyle,17/07/2024,0,14KT,1,3.6 g.,$92.27
75619,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75601,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75601,PrimeStyle,17/07/2024,0,14KT,1,3.1 g.,$79.45
75602,PrimeStyle,17/07/2024,0,14KT,1,8.4 g.,$215.29
75616,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75615,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75598,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75612,PrimeStyle,17/07/2024,0,18KT,1,5.7 g.,$185.71
75620,PrimeStyle,17/07/2024,0,14KT,1,6.6 g.,$169.16
75578,PrimeStyle,17/07/2024,0,14KT,1,0.6 g.,$15.38
75615,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75577,PrimeStyle,17/07/2024,0,14KT,1,0.58 g.,$14.87
75601,PrimeStyle,17/07/2024,0,14KT,1,4.9 g.,$125.59
75624,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75625,PrimeStyle,17/07/2024,0,14KT,1,5.4 g.,$138.40
75587,PrimeStyle,17/07/2024,0,14KT,1,6.0 g.,$153.78
75586,PrimeStyle,17/07/2024,0,Platinum,1,8.1 g.,$338.50
75586,PrimeStyle,17/07/2024,0,Platinum,1,8.3 g.,$346.86
75586,PrimeStyle,17/07/2024,0,Platinum,1,0.79 g.,$33.01
75603,PrimeStyle,17/07/2024,0,14KT,1,0.78 g.,$19.99
75618,PrimeStyle,17/07/2024,0,14KT,1,0.78 g.,$19.99
75630,PrimeStyle,17/07/2024,0,14KT,1,7.6 g.,$194.79
75657,PrimeStyle,17/07/2024,0,14KT,1,1.2 g.,$30.76
75633,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75656,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75627,PrimeStyle,17/07/2024,0,14KT,1,3.8 g.,$97.39
75649,PrimeStyle,17/07/2024,0,18KT,1,6.0 g.,$195.48
75539,PrimeStyle,17/07/2024,0,18KT,1,5.3 g.,$172.67
74925,PrimeStyle,17/07/2024,0,14KT,1,4.1 g.,$105.08
74925,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75636,PrimeStyle,17/07/2024,0,14KT,1,4.6 g.,$117.90
75651,PrimeStyle,17/07/2024,0,14KT,1,3.7 g.,$94.83
75634,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75566,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75599,PrimeStyle,17/07/2024,0,14KT,1,12.9 g.,$330.63
75632,PrimeStyle,17/07/2024,0,Platinum,1,6.2 g.,$259.10
75539,PrimeStyle,17/07/2024,0,18KT,1,8.0 g.,$260.64
75637,PrimeStyle,17/07/2024,0,14KT,1,6.6 g.,$169.16
75637,PrimeStyle,17/07/2024,0,18KT,1,5.8 g.,$188.96
75635,PrimeStyle,17/07/2024,0,18KT,1,6.4 g.,$208.51
75626,PrimeStyle,17/07/2024,0,14KT,1,1.8 g.,$46.13
75654,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75655,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75668,PrimeStyle,17/07/2024,0,14KT,2,7.3 g.,$187.10
75667,PrimeStyle,17/07/2024,0,14KT,1,3.8 g.,$97.39
75643,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75643,PrimeStyle,17/07/2024,0,14KT,1,3.6 g.,$92.27
75553,PrimeStyle,17/07/2024,0,18KT,1,2.9 g.,$94.48
75667,PrimeStyle,17/07/2024,0,14KT,1,0.46 g.,$11.79
75471,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75661,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75670,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75666,PrimeStyle,17/07/2024,0,14KT,1,5.1 g.,$130.71
75663,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$143.53
75642,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75662,PrimeStyle,17/07/2024,0,Platinum,1,7.2 g.,$300.89
75669,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75675,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75719,PrimeStyle,17/07/2024,0,14KT,1,0.6 g.,$15.38
75640,PrimeStyle,17/07/2024,0,14KT,1,12.1 g.,$310.12
75728,PrimeStyle,17/07/2024,0,14KT,1,0.61 g.,$15.63
75728,PrimeStyle,17/07/2024,0,14KT,1,0.45 g.,$11.53
75716,PrimeStyle,17/07/2024,0,14KT,1,0.56 g.,$14.35
75716,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75716,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75728,PrimeStyle,17/07/2024,0,14KT,1,4.1 g.,$105.08
75728,PrimeStyle,17/07/2024,0,14KT,1,4.5 g.,$115.34
75730,PrimeStyle,17/07/2024,0,14KT,1,1.9 g.,$48.70
75674,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75705,PrimeStyle,17/07/2024,0,14KT,1,4.3 g.,$110.21
75719,PrimeStyle,17/07/2024,0,14KT,1,3.8 g.,$97.39
75731,PrimeStyle,17/07/2024,0,14KT,4,11.1 g.,$284.49
75711,PrimeStyle,17/07/2024,0,14KT,1,3.1 g.,$79.45
75732,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75718,PrimeStyle,17/07/2024,0,14KT,1,4.3 g.,$110.21
75684,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75676,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75716,PrimeStyle,17/07/2024,0,14KT,4,1.2 g.,$30.76
75714,PrimeStyle,17/07/2024,0,14KT,1,6.7 g.,$171.72
75714,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75720,PrimeStyle,17/07/2024,0,14KT,1,6.2 g.,$158.91
75720,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75712,PrimeStyle,17/07/2024,0,14KT,1,3.3 g.,$84.58
75712,PrimeStyle,17/07/2024,0,14KT,1,5.0 g.,$128.15
75657,PrimeStyle,17/07/2024,0,14KT,2,1.4 g.,$35.88
75730,PrimeStyle,17/07/2024,0,14KT,1,1.3 g.,$33.32
75746,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
75725,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
74840,PrimeStyle,17/07/2024,0,14KT,1,3.1 g.,$79.45
74840,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75653,PrimeStyle,17/07/2024,0,14KT,1,4.8 g.,$123.02
75724,PrimeStyle,17/07/2024,0,18KT,2,4.0 g.,$130.32
75746,PrimeStyle,17/07/2024,0,14KT,1,0.47 g.,$12.05
75657,PrimeStyle,17/07/2024,0,14KT,1,0.38 g.,$9.74
74840,PrimeStyle,17/07/2024,0,14KT,1,0.46 g.,$11.79
75733,PrimeStyle,17/07/2024,0,Platinum,1,9.6 g.,$401.18
69532,PrimeStyle,17/07/2024,0,Platinum,1,2.6 g.,$108.65
75753,PrimeStyle,17/07/2024,0,14KT,2,0.6 g.,$15.38
75751,PrimeStyle,17/07/2024,0,14KT,1,5.8 g.,$148.65
75760,PrimeStyle,17/07/2024,0,14KT,1,3.6 g.,$92.27
75758,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$82.02
75743,PrimeStyle,17/07/2024,0,18KT,1,8.8 g.,$286.70
75594,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75776,PrimeStyle,17/07/2024,0,14KT,1,0.6 g.,$15.38
75476,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$143.53
69545,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75767,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75767,PrimeStyle,17/07/2024,0,14KT,1,5.4 g.,$138.40
75778,PrimeStyle,17/07/2024,0,14KT,1,1.3 g.,$33.32
75752,PrimeStyle,17/07/2024,0,14KT,8,6.6 g.,$169.16
75726,PrimeStyle,17/07/2024,0,18KT,1,3.2 g.,$104.26
75776,PrimeStyle,17/07/2024,0,14KT,1,3.9 g.,$99.96
75776,PrimeStyle,17/07/2024,0,14KT,1,3.2 g.,$82.02
75761,PrimeStyle,17/07/2024,0,14KT,2,0.4 g.,$10.25
75762,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$143.53
75773,PrimeStyle,17/07/2024,0,14KT,1,4.0 g.,$102.52
75738,PrimeStyle,17/07/2024,0,Platinum,1,7.41 g.,$309.66
75740,PrimeStyle,17/07/2024,0,Platinum,2,2.8 g.,$117.01
75740,PrimeStyle,17/07/2024,0,Platinum,1,0.52 g.,$21.73
75753,PrimeStyle,17/07/2024,0,14KT,1,0.37 g.,$9.48
68621,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75737,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75737,PrimeStyle,17/07/2024,0,14KT,1,6.4 g.,$164.03
75784,PrimeStyle,17/07/2024,0,14KT,1,5.4 g.,$138.40
74523,PrimeStyle,17/07/2024,0,14KT,1,7.6 g.,$194.79
75787,PrimeStyle,17/07/2024,0,14KT,1,7.2 g.,$184.54
75787,PrimeStyle,17/07/2024,0,14KT,1,7.6 g.,$194.79
75780,PrimeStyle,17/07/2024,0,14KT,1,4.2 g.,$107.65
75734,PrimeStyle,17/07/2024,0,14KT,1,2.9 g.,$74.33
75734,PrimeStyle,17/07/2024,0,14KT,1,4.7 g.,$120.46
75724,PrimeStyle,17/07/2024,0,18KT,2,2.3 g.,$74.93
75737,PrimeStyle,17/07/2024,0,14KT,4,0.7 g.,$17.94
75776,PrimeStyle,17/07/2024,0,14KT,1,9.2 g.,$235.80
75763,PrimeStyle,17/07/2024,0,14KT,1,11.1 g.,$284.49
75761,PrimeStyle,17/07/2024,0,14KT,1,1.06 g.,$27.17
75752,PrimeStyle,17/07/2024,0,14KT,1,1.51 g.,$38.70
75764,PrimeStyle,17/07/2024,0,18KT,1,6.5 g.,$211.77
75799,PrimeStyle,17/07/2024,0,14KT,1,5.6 g.,$143.53
75785,PrimeStyle,17/07/2024,0,14KT,1,2.9 g.,$74.33
75785,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75779,PrimeStyle,17/07/2024,0,14KT,1,9.5 g.,$243.49
75794,PrimeStyle,17/07/2024,0,14KT,1,2.8 g.,$71.76
75789,PrimeStyle,17/07/2024,0,14KT,1,11.0 g.,$281.93
75804,PrimeStyle,17/07/2024,0,14KT,1,6.2 g.,$158.91
75792,PrimeStyle,17/07/2024,0,14KT,2,0.8 g.,$20.50
75770,PrimeStyle,17/07/2024,0,18KT,1,4.1 g.,$133.58
75797,PrimeStyle,17/07/2024,0,14KT,1,14.4 g.,$369.07
75798,PrimeStyle,17/07/2024,0,14KT,1,7.5 g.,$192.23
75785,PrimeStyle,17/07/2024,0,14KT,1,0.57 g.,$14.61
75724,PrimeStyle,17/07/2024,0,18KT,1,0.4 g.,$13.03
75814,PrimeStyle,17/07/2024,0,14KT,1,4.3 g.,$110.21
75786,PrimeStyle,17/07/2024,0,14KT,1,8.1 g.,$207.60
75806,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75813,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
75235,PrimeStyle,17/07/2024,0,18KT,1,9.7 g.,$316.03
75235,PrimeStyle,17/07/2024,0,18KT,1,6.1 g.,$198.74
75506,PrimeStyle,17/07/2024,0,14KT,1,12.6 g.,$322.94
75804,PrimeStyle,17/07/2024,0,14KT,1,0.71 g.,$18.20
75813,PrimeStyle,17/07/2024,0,14KT,1,0.48 g.,$12.30
75791,PrimeStyle,17/07/2024,0,14KT,1,12.2 g.,$312.69
75793,PrimeStyle,17/07/2024,0,14KT,1,15.4 g.,$394.70
75794,PrimeStyle,17/07/2024,0,14KT,1,0.49 g.,$12.56
75815,PrimeStyle,17/07/2024,0,14KT,1,4.1 g.,$105.08
75809,PrimeStyle,17/07/2024,0,14KT,1,6.3 g.,$161.47
75816,PrimeStyle,17/07/2024,0,14KT,1,2.6 g.,$66.64
75792,PrimeStyle,17/07/2024,0,14KT,1,0.4 g.,$10.25
75792,PrimeStyle,17/07/2024,0,14KT,1,0.38 g.,$9.74
75828,PrimeStyle,17/07/2024,0,14KT,1,8.1 g.,$207.60
75828,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75828,PrimeStyle,17/07/2024,0,14KT,1,6.5 g.,$166.60
75828,PrimeStyle,17/07/2024,0,14KT,1,6.1 g.,$156.34
75739,PrimeStyle,17/07/2024,0,Platinum,1,8.3 g.,$346.86
75739,PrimeStyle,17/07/2024,0,Platinum,1,7.3 g.,$305.07
69374,PrimeStyle,17/07/2024,0,Platinum,1,16.3 g.,$681.18
75796,PrimeStyle,17/07/2024,0,14KT,1,5.4 g.,$138.40
75825,PrimeStyle,17/07/2024,0,14KT,1,5.7 g.,$146.09
75825,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75810,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75832,PrimeStyle,17/07/2024,0,14KT,1,4.4 g.,$112.77
75744,PrimeStyle,17/07/2024,0,14KT,1,3.8 g.,$97.39
75633,PrimeStyle,17/07/2024,0,14KT,1,5.1 g.,$130.71
75832,PrimeStyle,17/07/2024,0,14KT,1,0.48 g.,$12.30
75830,PrimeStyle,17/07/2024,0,Platinum,1,9.5 g.,$397.01
75801,PrimeStyle,17/07/2024,0,Platinum,1,10.3 g.,$430.44
75808,PrimeStyle,17/07/2024,0,14KT,1,11.9 g.,$305.00
75815,PrimeStyle,17/07/2024,0,14KT,1,0.87 g.,$22.30
75837,PrimeStyle,17/07/2024,0,14KT,1,2.6 g.,$66.64
75803,PrimeStyle,17/07/2024,0,14KT,1,3.6 g.,$92.27
75834,PrimeStyle,17/07/2024,0,14KT,1,8.5 g.,$217.86
75841,PrimeStyle,17/07/2024,0,14KT,1,3.6 g.,$92.27
75803,PrimeStyle,17/07/2024,0,14KT,1,0.51 g.,$13.07
75836,PrimeStyle,17/07/2024,0,14KT,1,34.3 g.,$879.11
75849,PrimeStyle,17/07/2024,0,14KT,2,2.4 g.,$61.51
75846,PrimeStyle,17/07/2024,0,14KT,1,5.5 g.,$140.97
75850,PrimeStyle,17/07/2024,0,14KT,1,5.9 g.,$151.22
75833,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
75788,PrimeStyle,17/07/2024,0,14KT,1,7.2 g.,$184.54
75852,PrimeStyle,17/07/2024,0,14KT,1,11.1 g.,$284.49
75844,PrimeStyle,17/07/2024,0,14KT,1,6.6 g.,$169.16
75853,PrimeStyle,17/07/2024,0,14KT,1,7.8 g.,$199.91
75833,PrimeStyle,17/07/2024,0,14KT,1,0.59 g.,$15.12
72450,PrimeStyle,17/07/2024,0,Platinum,1,9.2 g.,$384.47
72450,PrimeStyle,17/07/2024,0,Platinum,1,9.3 g.,$388.65
75842,PrimeStyle,17/07/2024,0,14KT,1,7.9 g.,$202.48
75866,PrimeStyle,17/07/2024,0,14KT,1,3.5 g.,$89.71
75827,PrimeStyle,17/07/2024,0,14KT,2,16.4 g.,$420.33
75827,PrimeStyle,17/07/2024,0,14KT,1,8.9 g.,$228.11
75821,PrimeStyle,17/07/2024,0,14KT,1,11.7 g.,$299.87
75856,PrimeStyle,17/07/2024,0,14KT,1,7.3 g.,$187.10
75826,PrimeStyle,17/07/2024,0,14KT,1,5.3 g.,$135.84
75871,PrimeStyle,17/07/2024,0,14KT,1,3.1 g.,$79.45
75865,PrimeStyle,17/07/2024,0,14KT,1,3.3 g.,$84.58
